maxRatio,minTrainLoss,minEvalLoss,modelIndex,slug,freqs,freqs_neurons,non_freqs
1474485.8125142884,1.6414067048372263e-7,0.0000011041938243624672,63,2023_07_20_20_27_34_703262,27 4 0 17,5 6 6 6,1
1477799.8285916634,1.7508337291706548e-7,9.921794646570145e-7,64,2023_07_20_20_27_34_804381,30 20 23,7 9 8,0
1522500.0234605223,1.8088020680647536e-7,0.0000010773394183860978,65,2023_07_20_20_27_35_104844,0 19 30,7 8 7,2
1503479.8433691983,1.8479792581062562e-7,0.0000087176126423082,66,2023_07_20_20_27_35_113563,21 2 26,5 8 5,6
1515807.442547492,1.794047696542514e-7,0.000004857861862497351,67,2023_07_20_20_27_35_610037,2 21 13 3,5 5 5 6,3
1336965.3078153632,1.7611201159968791e-7,7.725757886875908e-7,68,2023_07_20_20_27_35_760396,1 6 25,8 8 6,2
1383055.6713337377,1.7397073727741326e-7,0.000001073842290939339,69,2023_07_20_20_27_35_776953,23 26 30,8 10 6,0
1531117.640583603,1.922200700768534e-7,0.000001390884660306505,70,2023_07_20_20_27_35_849440,17 11 15,10 6 7,1
1543135.8553785195,1.9699259745947336e-7,0.000003418010958873365,71,2023_07_20_20_27_35_943584,30 15 29,6 7 7,4
1475310.92372114,1.7929914613398163e-7,7.364549026733026e-7,72,2023_07_20_20_27_35_982755,26 1 9,7 9 7,1
1450325.420234342,1.7619068603050734e-7,0.000003482914898949485,73,2023_07_20_20_27_36_026882,19 1 16 22,7 6 6 5,0
1430011.2442549914,1.7274728770315497e-7,6.546634759184881e-7,74,2023_07_20_20_27_36_239876,24 25 22,8 8 8,0
1506221.5054168212,1.7295004121811486e-7,9.10822829467758e-7,75,2023_07_20_20_27_36_628517,7 21 4,7 7 7,3
1496005.7360550528,1.6819347757324827e-7,0.0000023292974814640482,76,2023_07_20_20_27_36_714709,8 18 16 2,7 6 5 5,1
